raw,mpu
-4,-12.7
-2,-12.62
1,-12.48
7,-12.59
6,-12.7
-5,-12.64
-10,-12.7
0,-12.52
7,-12.69
2,-12.77
-1,-12.43
-2,-12.34
-3,-12.14
-1,-12.48
4,-12.38
6,-12.73
0,-12.68
-6,-12.39
-6,-12.36
1,-12.45
5,-12.6
3,-12.42
1,-12.37
0,-12.5
-5,-12.45
-5,-12.67
1,-12.6
7,-12.38
4,-12.66
-2,-12.66
-6,-12.77
-1,-12.49
5,-12.61
4,-12.8
-2,-12.35
-6,-12.66
-3,-12.38
3,-12.7
7,-12.83
3,-12.73
-4,-12.93
-5,-12.9
0,-12.62
2,-12.71
0,-12.63
1,-12.78
0,-12.75
-3,-12.9
-2,-13.05
5,-13.17
4,-13.34
-4,-12.87
-4,-12.6
0,-12.64
2,-12.89
2,-12.39
0,-12.51
-3,-12.94
-2,-12.69
3,-12.84
3,-12.83
-2,-12.83
-2,-12.37
1,-12.93
1,-12.95
-1,-13.22
-1,-12.71
0,-12.87
0,-12.82
3,-13.15
0,-12.76
-5,-12.81
-3,-13.24
3,-12.95
5,-13.1
1,-12.94
-2,-13.06
-4,-13.14
-2,-13.06
2,-13.13
2,-12.84
0,-12.94
1,-13.02
4,-12.96
-2,-13.01
-7,-13.04
-1,-12.94
3,-13.06
2,-12.94
3,-12.71
2,-12.7
-3,-13.08
-5,-12.98
0,-13.16
2,-12.9
1,-12.82
2,-12.83
1,-12.74
-2,-13.01
-4,-12.78
-2,-12.85
2,-13.36
5,-13.37
3,-13.3
-2,-13.1
-5,-13.23
-2,-13.14
2,-13.07
4,-12.97
0,-13.35
-4,-13.18
-1,-13.37
4,-13.18
4,-13.14
-2,-13.33
-5,-13.49
-1,-13.19
2,-13.45
4,-13.59
0,-13.1
-5,-13.6
-2,-13.5
6,-13.14
3,-12.99
-5,-13.72
-3,-13.06
1,-13.37
0,-13.37
1,-13.37
1,-13.2
-3,-13.3
-1,-13.28
7,-13.23
2,-13.48
-11,-13.21
-5,-13.15
8,-13.42
4,-13.33
-2,-13.42
4,-13.28
4,-13.23
-9,-13.24
-9,-13.38
5,-13.34
7,-13.41
0,-13.12
0,-13.4
1,-13.49
-4,-13.55
-4,-13.32
2,-13.27
3,-13.2
0,-13.55
1,-13.1
3,-12.97
-4,-13.43
-9,-13.59
2,-13.24
13,-13.27
3,-13.37
-8,-13.07
-6,-13.13
0,-13.16
2,-13.3
4,-12.99
3,-13.34
-3,-13.43
-5,-13.05
0,-13.45
4,-13.52
0,-13.28
-2,-13.31
-2,-13.5
0,-13.4
1,-13.52
2,-13.56
1,-13.54
-1,-13.3
-4,-13.25
-1,-13.12
5,-13.49
3,-13.59
-3,-13.53
-4,-13.29
-1,-13.24
0,-13.29
4,-13.59
5,-13.51
-2,-13.5
-7,-13.35
0,-13.49
5,-13.52
0,-13.4
-3,-13.64
-2,-13.54
1,-13.37
5,-13.54
4,-13.41
-3,-13.53
-9,-13.25
-4,-13.31
6,-13.23
9,-13.41
1,-13.55
-7,-13.38
-3,-13.16
3,-13.3
1,-13.54
-2,-13.71
1,-13.16
4,-13.14
-2,-13.27
-5,-13.28
3,-13.12
8,-13.41
-2,-13.44
-9,-13.29
-2,-13.6
4,-13.71
5,-13.46
3,-13.64
-2,-13.38
-6,-13.56
-2,-13.6
4,-13.8
3,-13.72
0,-13.6
0,-13.58
-1,-13.95
-5,-13.85
-1,-13.96
6,-13.63
5,-13.93
-2,-13.81
-6,-13.82
-3,-14.03
2,-13.62
4,-13.85
1,-13.59
-2,-13.76
-2,-13.64
0,-13.96
1,-13.8
0,-13.62
-2,-14.05
0,-14.04
5,-13.87
2,-14.08
-4,-13.85
-5,-14.02
-1,-13.79
1,-13.77
5,-13.62
4,-14.17
-2,-13.58
-6,-13.78
-4,-14.05
1,-14.17
6,-14.02
5,-13.95
-1,-14.26
-7,-14.04
-6,-13.99
1,-14.11
7,-13.97
5,-13.78
-1,-13.92
-6,-13.79
-5,-14.05
1,-14.25
8,-14.31
5,-14.02
-4,-13.99
-7,-14.2
-3,-13.95
2,-14.23
7,-14.38
6,-14.06
-1,-13.96
-8,-13.91
-6,-13.92
1,-13.98
6,-13.8
6,-13.99
2,-13.99
-4,-14.01
-9,-14.2
-3,-13.72
6,-14.17
6,-14.11
1,-14.15
0,-14.02
-2,-14.27
-7,-13.84
-3,-14.02
7,-14.17
7,-13.92
-1,-14.1
-4,-14.2
-1,-14.42
0,-14.31
0,-14.11
1,-14.3
2,-14.1
2,-14.53
0,-14.12
-3,-14.18
-7,-14.38
0,-14.41
9,-14.19
6,-14.11
-5,-14.12
-5,-13.98
0,-14.19
1,-13.94
0,-14.07
1,-13.94
1,-13.99
-1,-13.93
-2,-14.38
-1,-14.19
-1,-14.4
1,-14.32
4,-14.3
3,-14.13
-3,-14.03
-6,-14.09
0,-13.96
3,-14.14
0,-14
1,-14.03
3,-13.98
-3,-13.83
-6,-13.67
0,-14.5
4,-14.18
1,-14.25
0,-13.77
-1,-13.67
-5,-14.13
-1,-14.28
8,-14.03
5,-13.78
-5,-14.48
-6,-13.86
0,-14.43
2,-14.19
3,-14.16
0,-14.49
-5,-14.21
-2,-14.21
7,-14.3
3,-14.14
-6,-14.36
-3,-14.39
2,-14.41
0,-14.24
0,-14.32
4,-14.5
2,-14.9
-2,-14.27
-3,-14.29
-2,-14.58
0,-14.68
4,-14.45
4,-14.41
0,-14.26
-2,-14.56
-4,-14.7
-4,-14.82
2,-14.12
9,-14.6
3,-14.66
-6,-14.47
-4,-14.59
0,-14.66
0,-15.06
2,-14.62
3,-15.05
0,-14.69
-3,-14.56
-3,-14.7
-1,-14.72
3,-15.02
5,-14.61
0,-14.36
-5,-14.53
-2,-14.54
3,-14.28
1,-14.63
0,-14.1
0,-14.23
-3,-14.29
-3,-14.18
7,-14.49
8,-14.53
-6,-14.01
-10,-14.62
1,-14.34
5,-14.18
1,-14.51
2,-14.59
0,-14.5
-5,-14.44
-2,-14.41
4,-13.98
3,-14.07
0,-14.48
-2,-14.3
-2,-14.46
0,-14.18
4,-14.27
2,-14.54
-1,-14.27
-4,-14.68
-5,-14.36
3,-14.31
10,-14.24
2,-14.41
-9,-14.45
-7,-14.39
0,-14.38
4,-14.48
5,-14.22
2,-14.28
-4,-14.35
-6,-14.48
0,-14.75
0,-14.53
-1,-14.49
6,-14.27
10,-14.4
-4,-14.5
-14,-14.29
-4,-14.41
7,-14.44
7,-14.57
1,-14.45
-1,-14.44
-1,-14.63
-3,-14.62
-4,-14.7
0,-14.35
7,-14.65
3,-14.43
-1,-14.72
-1,-14.63
-3,-14.25
-5,-14.45
3,-14.61
10,-14.62
1,-14.87
-6,-14.71
-3,-14.7
-3,-14.5
-1,-14.82
10,-14.61
9,-14.75
-7,-14.64
-10,-14.96
1,-15.1
4,-14.8
0,-14.84
1,-14.89
1,-15.14
-1,-14.9
0,-14.76
-1,-14.62
-3,-14.77
0,-15.23
3,-15.24
0,-15.09
0,-14.75
4,-14.92
-2,-14.85
-10,-15.2
-1,-14.97
10,-15.19
7,-14.95
-4,-14.86
-6,-14.87
-2,-15.12
-1,-15.17
2,-15.12
6,-15.09
0,-15.07
-4,-14.78
2,-15.19
1,-15.04
-5,-14.99
-3,-14.86
2,-14.89
3,-15.16
4,-14.88
2,-14.83
-6,-14.94
-10,-15.18
0,-14.77
12,-14.82
9,-14.98
-5,-15.13
-11,-15.07
-2,-15.15
4,-15.07
5,-15.31
4,-14.95
-1,-14.64
-6,-14.89
-3,-15
3,-14.99
3,-15.36
0,-15.1
0,-15.23
-1,-15.27
-3,-15.15
-2,-14.88
2,-15.15
4,-14.91
2,-14.99
0,-15.22
-3,-15.25
-4,-14.83
-2,-15.05
2,-14.78
4,-15.04
3,-15.51
0,-15.33
-3,-15.31
-2,-15.11
2,-15.49
1,-15.39
-4,-15.4
-1,-14.81
6,-15.11
6,-15.01
-3,-15.12
-8,-15.42
-2,-15.51
3,-15.16
3,-15.72
2,-15.5
0,-15.08
-2,-15.15
-2,-15.57
0,-15.27
1,-15.27
0,-15.08
0,-14.92
1,-15.3
2,-15.56
-2,-15.27
-3,-15.18
0,-15.5
0,-15.58
3,-15.15
5,-15.43
-2,-15.25
-11,-15
0,-15.05
11,-15.12
3,-15.54
-7,-15.2
-2,-15.76
2,-15.6
-1,-15.3
0,-15.55
3,-15.51
1,-15.4
0,-15.56
-2,-15.5
-4,-15.79
0,-15.23
6,-15.62
4,-15.26
-2,-15.43
-3,-15.19
-3,-15.28
-1,-15.45
4,-15.25
5,-15.55
0,-15.63
-3,-15.73
-4,-14.96
-2,-15.35
4,-15.64
5,-15.57
-1,-15.58
-4,-15.31
0,-15.58
0,-15.98
-2,-15.5
0,-15.49
4,-15.22
3,-15.37
-4,-15.5
-7,-15.48
0,-15.6
5,-15.73
2,-15.64
0,-15.37
0,-15.74
-6,-15.57
-8,-15.29
3,-15.68
16,-15.77
6,-15.81
-14,-15.7
-14,-15.54
3,-15.49
10,-15.47
6,-15.6
1,-15.42
-4,-15.81
-9,-15.45
-3,-15.63
6,-15.65
7,-15.68
1,-15.5
-2,-15.66
-5,-16.03
-4,-15.64
2,-15.5
5,-15.8
1,-15.7
-1,-15.87
-2,-15.87
-1,-15.91
4,-15.87
3,-15.75
-4,-15.86
-5,-15.68
1,-15.76
0,-15.6
1,-16.25
9,-15.9
2,-16.01
-13,-16
-8,-15.7
7,-15.8
6,-15.99
0,-16.15
0,-15.69
-4,-15.73
-2,-15.94
5,-15.89
2,-15.81
-5,-15.87
-2,-16.05
1,-15.87
0,-16.25
3,-16.09
4,-15.98
-3,-16.03
-6,-15.78
0,-15.86
3,-16.03
1,-15.88
1,-16.18
0,-15.96
-4,-16.19
0,-16.16
5,-15.78
1,-16.25
-3,-16.06
-3,-15.99
-1,-15.85
2,-16.03
6,-15.91
0,-15.98
-7,-15.81
-2,-15.88
5,-16.06
1,-15.49
-5,-15.9
-3,-15.91
4,-16.05
9,-15.58
3,-16.08
-10,-15.79
-12,-16.02
1,-15.99
11,-15.73
8,-16.21
0,-16
-8,-15.91
-7,-15.83
0,-16.05
3,-16.1
1,-16.31
5,-16.45
5,-16.41
-6,-16.07
-13,-16.21
-1,-16.25
11,-16.24
9,-16.48
-1,-16.51
-6,-16.58
-6,-16.57
-3,-16.35
5,-16.51
9,-16.46
1,-16.5
-5,-16.82
-3,-16.51
-2,-16.1
-1,-16.51
2,-16.44
3,-16.39
1,-16.03
1,-16.65
0,-16.53
-7,-15.99
-4,-16.19
6,-16.28
5,-16.26
-1,-15.99
-1,-16.09
1,-16.61
-2,-16.46
-4,-16.29
1,-16.53
7,-16.25
2,-16.3
-5,-16.11
-7,-16.29
0,-16.41
5,-16.6
7,-16.36
2,-16.28
-5,-16.15
-9,-16.48
-4,-16.44
3,-16.49
11,-16.48
8,-16.34
-5,-16.34
-11,-16.38
-3,-16.12
0,-16.52
2,-16.16
9,-16.58
7,-16.59
-7,-16.16
-13,-16.59
0,-16.41
6,-16.54
2,-16.83
1,-16.45
3,-16.57
-2,-16.3
-6,-16.35
0,-16.59
2,-16.92
1,-16.66
0,-16.77
0,-16.5
0,-16.29
0,-16.57
0,-16.6
0,-16.87
0,-16.69
0,-16.65
-2,-16.49
2,-16.54
5,-16.78
-2,-16.52
-5,-16.73
0,-16.79
-1,-16.68
-3,-16.57
8,-16.74
9,-16.74
-8,-16.61
-11,-16.63
3,-16.47
6,-16.58
-2,-16.54
0,-16.52
4,-16.95
0,-16.53
-5,-16.72
0,-16.64
3,-16.91
0,-16.65
-1,-16.65
0,-16.95
-1,-16.76
2,-16.95
4,-16.75
-3,-17.17
-8,-16.83
1,-16.93
9,-17.08
1,-17.08
-5,-16.82
-2,-16.97
-2,-16.91
-2,-16.99
8,-17.01
9,-17.12
-6,-17.06
-12,-17.01
-1,-17.02
4,-17.42
3,-17.13
9,-17.37
5,-17.49
-13,-17.13
-14,-17.11
4,-17.09
10,-17.1
1,-17.68
0,-17.5
2,-17.13
-6,-17.59
-11,-17.15
2,-17.55
13,-17.06
3,-17.63
-7,-17.37
-3,-17.6
0,-17.66
0,-17.45
2,-17.38
3,-17.35
-3,-17.35
-5,-17.31
1,-17.63
4,-17.49
2,-17.41
-2,-17.49
-5,-17.62
1,-17.46
7,-17.15
0,-17.41
-8,-17.42
-2,-17.13
4,-17.36
3,-16.94
2,-16.77
1,-17.16
-3,-17.13
-6,-17.12
0,-17.13
7,-17.23
5,-17.37
-2,-17.44
-6,-17.49
-2,-17.63
3,-17.13
4,-17.45
0,-17.93
-2,-17.6
-4,-17.56
-2,-17.58
2,-17.42
6,-17.63
3,-17.4
-5,-17.61
-6,-17.48
1,-17.34
3,-17.51
-1,-17.72
0,-17.52
6,-17.67
3,-17.18
-7,-16.97
-10,-17.28
-3,-17.41
9,-17.77
15,-17.47
1,-17.56
-15,-17.32
-10,-17.52
4,-17.39
7,-17.47
5,-17.23
2,-17.78
-6,-17.34
-8,-17.46
3,-17.05
4,-17.3
-2,-17.27
0,-17.55
6,-17.68
0,-17.63
-6,-17.82
-4,-17.53
0,-17.5
4,-17.93
6,-17.31
0,-18.07
-3,-17.66
-1,-17.62
-3,-17.6
-3,-17.79
4,-17.97
8,-17.73
1,-17.76
-4,-17.64
-7,-17.69
-4,-17.84
5,-17.91
9,-17.76
2,-17.75
-5,-17.64
-8,-17.53
-4,-17.66
6,-17.64
10,-17.56
0,-17.52
-7,-17.69
-2,-17.62
0,-17.7
0,-17.67
3,-17.46
2,-17.7
-2,-17.74
-4,-17.72
0,-17.65
4,-17.96
2,-17.51
-2,-18.13
-4,-17.96
-1,-17.93
7,-17.61
6,-18.04
-4,-17.96
-10,-17.96
-3,-18.17
6,-17.85
9,-17.96
3,-17.78
-8,-17.66
-12,-17.84
0,-17.94
13,-18.02
8,-17.92
-5,-17.79
-8,-18.1
-2,-18.19
2,-18.09
4,-18.13
3,-18.31
-1,-18.36
-4,-18.27
0,-18.38
1,-18.55
1,-17.92
3,-18.16
0,-18.11
-5,-18.2
-2,-17.9
5,-18.14
3,-18.4
-4,-18.44
-5,-17.88
0,-17.8
5,-18.09
7,-18.32
0,-18.06
-9,-17.94
-9,-17.85
4,-18.16
12,-17.95
4,-17.84
-5,-17.89
-8,-18.07
-3,-17.82
3,-18.16
5,-18.07
0,-18.13
0,-17.84
1,-18.25
-4,-18.39
-6,-18.14
3,-18.05
6,-18.61
-1,-18.22
-3,-18.33
1,-18.55
0,-18.2
-3,-18.64
-2,-18.39
3,-18.44
4,-18.14
0,-19.12
-3,-18.47
-1,-18.68
-1,-18.67
-1,-18.48
5,-18.27
3,-18.46
-4,-18.73
-1,-18.14
2,-18.7
-2,-18.28
0,-18.36
5,-18.19
-1,-18.24
-6,-18.14
1,-18.57
3,-18.5
0,-18.07
2,-18.05
0,-18.38
-7,-18.09
-4,-18.32
6,-18.11
7,-17.86
1,-18.45
-4,-18.13
-6,-18.11
-4,-17.82
2,-18.26
8,-17.98
5,-18.28
-4,-18.03
-8,-17.96
-4,-18.02
2,-18.05
8,-18.18
5,-17.64
-4,-18.03
-6,-18.22
1,-18.03
3,-17.97
-2,-18.2
-2,-18.22
3,-18.04
3,-18.27
-1,-18.54
-4,-18.22
-2,-18.25
1,-18.27
4,-17.98
4,-18.1
-1,-18.43
-8,-18.49
-4,-18.38
5,-18.47
7,-18.32
3,-18.42
-4,-18.49
-9,-18.2
-2,-18.02
5,-18.25
5,-18.42
3,-18.47
1,-18.71
-9,-18.58
-13,-18.72
4,-18.65
17,-18.37
5,-18.75
-9,-18.49
-8,-18.8
-2,-18.6
3,-18.58
7,-18.96
1,-18.71
-3,-18.6
-2,-18.91
0,-18.64
0,-18.59
4,-18.98
2,-18.76
-6,-18.45
-4,-18.89
4,-18.86
5,-18.67
0,-18.77
-1,-18.8
-2,-18.76
-3,-18.7
3,-18.71
6,-19.07
-1,-18.94
-7,-18.66
0,-18.66
5,-18.81
2,-18.72
0,-18.65
-2,-18.72
-3,-18.88
0,-18.79
2,-18.7
1,-18.39
-1,-18.63
0,-18.99
3,-18.85
0,-18.94
-5,-18.89
-6,-18.43
1,-19.05
9,-18.79
6,-18.98
-4,-19
-10,-19.06
-6,-18.6
6,-18.72
10,-18.83
0,-19.01
-5,-19.26
0,-18.8
1,-19.04
0,-18.77
0,-18.6
0,-18.94
-1,-19.23
1,-18.84
6,-18.87
0,-19.14
-8,-19.09
-5,-18.86
3,-19.07
6,-19.08
3,-18.88
-1,-19.4
-6,-18.92
-3,-19.18
3,-18.89
5,-19.2
0,-18.94
-4,-18.84
-7,-18.72
0,-18.65
13,-19.04
8,-18.66
-11,-18.9
-13,-19.13
2,-18.87
7,-18.98
4,-19.2
4,-18.95
-1,-18.96
-8,-19.12
-4,-18.92
2,-19.1
4,-18.82
3,-19.07
0,-18.96
-3,-19.15
-1,-19.42
2,-19.5
-1,-19.27
-4,-19.39
2,-19.36
5,-19.21
0,-18.87
-3,-19
0,-19.28
1,-19.12
-1,-19.57
-4,-19.62
-3,-19.6
6,-19.12
11,-19.65
-2,-19.43
-14,-19.29
-4,-19.38
7,-19.32
5,-19.69
2,-19.45
-1,-19.51
-6,-19.64
-2,-19.79
6,-19.29
2,-19.77
-3,-19.4
-1,-19.75
-1,-19.74
-1,-19.41
3,-19.71
3,-19.65
-1,-19.87
-3,-19.81
-1,-19.48
0,-19.73
2,-20.19
3,-19.67
0,-19.75
-2,-19.88
-1,-20.04
-2,-19.63
-2,-19.86
3,-19.65
6,-19.9
1,-19.76
-2,-19.49
-2,-19.79
-4,-19.78
-5,-19.46
0,-19.69
7,-19.85
13,-19.75
4,-19.42
-16,-19.87
-18,-19.96
3,-19.97
16,-19.6
7,-19.83
-2,-19.78
-4,-19.95
-7,-19.77
-5,-19.86
3,-20.28
9,-19.82
3,-19.73
-5,-20
-7,-19.95
-1,-19.81
5,-20.1
5,-20.06
-2,-19.81
-7,-20.23
0,-20.24
6,-20.3
2,-20.1
-2,-19.71
0,-19.87
-3,-20.08
-3,-19.91
4,-19.8
6,-19.82
-2,-20.12
-3,-20.13
0,-20.06
-3,-20.03
-2,-19.78
6,-20.25
5,-20.01
-3,-19.83
-5,-20.12
-1,-20.14
0,-20.06
2,-20.18
4,-20.24
1,-20.12
-2,-20.55
-4,-20.25
-1,-20.1
3,-20.17
3,-20.05
-1,-20.11
0,-20.42
0,-20.3
-2,-20.09
-1,-20.49
2,-20.19
0,-20.21
-2,-20.44
2,-20.59
2,-20.04
-6,-20.41
-5,-20.4
7,-20.25
5,-20.14
-7,-20.21
-1,-20.13
10,-20.04
1,-20.24
-12,-20.3
-6,-20.43
6,-19.71
10,-20.64
4,-20.11
-5,-19.91
-7,-20.28
0,-20.56
2,-20.37
2,-20.85
2,-20.18
-3,-20.3
-5,-20.13
3,-20.15
8,-20.5
-2,-20.75
-9,-20.39
-1,-20.42
6,-20.32
1,-20.69
-3,-20.17
0,-20.7
5,-20.57
0,-20.7
-6,-20.51
-3,-20.77
1,-20.54
1,-20.86
2,-20.6
5,-20.76
-2,-20.51
-9,-20.57
1,-20.46
10,-20.91
-1,-20.82
-8,-20.81
0,-20.34
4,-21.05
2,-20.64
2,-20.63
0,-20.69
-8,-20.78
-2,-20.81
8,-20.62
4,-21.19
-3,-21.17
-2,-21.43
-1,-21.08
-3,-20.62
0,-20.95
6,-20.75
3,-21.06
-4,-21.11
-1,-20.99
5,-21.03
-1,-21.45
-10,-20.87
-1,-20.95
7,-20.78
4,-21.22
2,-21.12
2,-21.5
-6,-20.76
-12,-21.02
-2,-20.74
10,-20.87
11,-21.5
0,-21.04
-9,-21.34
-8,-21.32
1,-21.06
5,-21.03
4,-21.11
0,-21.19
-3,-21.23
-4,-21.24
-2,-21.24
2,-21.45
7,-21.72
3,-21.18
-5,-20.9
-9,-21.41
-4,-21.15
4,-21.42
13,-21.54
6,-21.45
-11,-21.63
-11,-21.23
4,-21.36
8,-22
0,-21.72
-1,-20.43
0,-20.98
-2,-21.42
1,-21.65
4,-21.57
-3,-21.33
-7,-21.74
4,-21.47
9,-21.49
-1,-21.74
-7,-21.42
0,-21.89
0,-21.64
0,-22.04
4,-21.79
2,-21.52
-4,-21.8
-1,-21.97
2,-21.54
0,-21.41
-1,-21.54
3,-21.58
3,-21.75
-1,-21.45
-3,-21.64
-1,-21.54
0,-21.73
1,-21.73
1,-21.62
1,-21.63
1,-21.65
0,-21.24
-6,-21.38
-5,-21.19
