raw,mpu
-4,-9.48
3,-9.61
4,-9.66
0,-10.07
-1,-10.03
-3,-9.62
-2,-9.76
5,-9.94
4,-9.61
-6,-10.02
-4,-9.77
6,-9.77
1,-9.67
-6,-9.68
0,-10.1
4,-9.9
0,-10.11
-1,-10.14
0,-10.27
0,-9.98
-1,-10.21
0,-10.2
1,-9.99
2,-10.03
1,-9.91
-3,-9.46
-3,-11.25
1,-10.07
3,-10.05
0,-10.1
-1,-9.98
0,-10.18
0,-9.91
-2,-10.02
0,-10.58
3,-10.18
1,-10.37
0,-10.28
0,-10.49
-2,-10.32
-6,-9.99
2,-10.42
9,-10.42
0,-10.17
-10,-10.13
-3,-10.31
8,-9.96
7,-10.3
-5,-10.56
-11,-10.82
1,-10.45
10,-10.5
2,-10.45
-4,-10.74
-2,-10.17
-2,-10.34
-1,-10.04
6,-10.42
3,-10.33
-7,-10.39
-4,-10.1
6,-10.33
4,-10.56
-4,-10.26
-3,-10.27
2,-10.59
0,-10.56
-1,-10.37
1,-10.21
1,-10.44
-3,-10.63
-3,-10.48
3,-10.49
2,-10.47
-4,-10.28
0,-10.55
6,-10.69
-1,-10.5
-8,-10.52
-2,-10.65
5,-10.76
7,-10.94
1,-10.6
-9,-10.61
-5,-11.12
9,-11.05
5,-10.95
-8,-11.32
-4,-11.27
6,-11.04
2,-10.78
-2,-10.83
1,-10.89
0,-10.88
-4,-11
1,-11.18
5,-11
-1,-10.99
-5,-10.96
0,-11.04
4,-11.15
1,-11.27
-1,-10.98
-3,-11.17
-2,-11.15
2,-11.07
6,-11.46
1,-10.86
-4,-11
-3,-11.28
0,-11.02
0,-11.22
3,-11.07
7,-11.05
1,-11.33
-11,-11.06
-10,-10.91
6,-11.37
16,-11.11
8,-11.4
-9,-11.97
-22,-11.83
-10,-11.23
19,-11.34
24,-11.19
-1,-11.38
-19,-11.38
-13,-11.66
-1,-11.49
12,-11.62
15,-11.77
-1,-11.77
-13,-11.64
-3,-11.83
3,-12.14
0,-12.03
3,-12.03
5,-12.17
-5,-11.89
-6,-12.08
3,-12.11
4,-11.85
-1,-12.26
-1,-11.91
-1,-12.09
0,-11.77
3,-12.31
0,-11.99
-4,-12.25
-2,-12.2
2,-12.19
5,-12.36
1,-12.28
-5,-12.36
-6,-12.54
0,-12.61
6,-12.38
3,-12.66
0,-12.52
-1,-12.43
-3,-12.62
-6,-12.79
-1,-12.59
8,-12.7
10,-12.81
0,-12.84
-10,-13.17
-7,-12.72
1,-13.13
7,-13.11
5,-12.87
-1,-12.94
-5,-12.91
-2,-13.09
2,-13.39
0,-13.14
-2,-13.15
0,-12.77
5,-12.85
1,-13.03
-5,-13.03
-5,-12.86
2,-13.38
8,-13.22
2,-13.22
-8,-13.2
-4,-12.99
6,-13.17
2,-13.11
-4,-13.36
1,-13.14
5,-13.36
-5,-13.23
-6,-13.3
4,-13.2
5,-13.55
0,-13.41
1,-13.31
-3,-13.49
-8,-13.33
0,-13.34
11,-13.48
8,-13.65
-6,-13.42
-14,-13.35
-2,-13.55
13,-13.73
8,-13.56
-7,-13.51
-8,-13.36
3,-13.78
5,-13.37
-2,-13.74
-5,-13.84
1,-14
6,-13.74
2,-13.58
-5,-14.08
-7,-13.99
1,-13.82
10,-13.98
3,-14.14
-8,-13.78
-5,-14.21
4,-14.19
3,-14.09
-2,-13.96
-1,-14.34
1,-13.76
1,-13.68
0,-13.97
0,-13.8
0,-13.73
0,-13.55
0,-13.77
0,-14.01
2,-13.77
1,-14.23
-2,-13.87
-5,-13.74
-1,-14.22
6,-14.36
5,-14.21
-3,-14.25
-4,-14.17
0,-14.14
-2,-14.25
0,-14.23
9,-13.86
4,-14.44
-11,-14.6
-9,-13.83
9,-14.24
11,-14.45
-4,-14.32
-11,-14.31
0,-14.33
7,-14.65
1,-14.83
-2,-14.82
0,-14.99
0,-14.98
-4,-14.94
-1,-14.67
5,-14.82
6,-14.84
-3,-14.85
-9,-14.78
-1,-14.75
8,-14.64
4,-14.65
-3,-14.88
-2,-15
0,-14.86
-1,-14.9
2,-15.01
4,-15.1
-3,-15.21
-5,-14.91
3,-14.83
2,-15.06
-1,-15.15
2,-15.04
4,-15.37
-5,-15.1
-8,-15.19
5,-15.48
9,-15.26
-2,-15.3
-6,-15.21
1,-15.18
0,-15.29
-3,-15.35
4,-15.37
6,-14.94
-5,-15.37
-6,-15.28
3,-15.21
2,-15.4
-2,-15.02
2,-15.55
3,-15.41
-3,-15.24
-3,-15.4
1,-15.44
1,-15.6
0,-15.47
1,-15.37
0,-15.55
-3,-15.75
0,-15.4
4,-15.48
-1,-15.43
-5,-15.77
3,-15.58
6,-15.6
-2,-15.72
-6,-15.71
-1,-15.54
2,-15.66
6,-15.76
4,-15.76
-5,-15.77
-10,-15.94
1,-15.79
8,-15.56
-1,-15.93
-4,-15.78
4,-15.8
4,-16.14
-6,-15.81
-6,-16
3,-15.73
5,-16.04
0,-15.86
-2,-16.04
0,-16.49
1,-16.14
1,-15.87
-1,-16
-3,-16.33
0,-16.18
2,-16.29
0,-15.68
0,-15.78
-1,-15.84
-1,-16.1
1,-16.06
2,-15.94
-2,-16
-4,-15.58
1,-15.83
3,-16.04
1,-15.78
0,-16.01
-3,-16.05
-5,-15.95
-1,-16.22
5,-16.4
6,-16.24
-1,-16.2
-8,-15.82
-2,-16.37
10,-16.38
7,-16.14
-10,-16.31
-14,-16.11
6,-16.1
20,-16.37
4,-16.46
-17,-16.26
-11,-16.38
8,-16.61
8,-15.96
0,-16.2
0,-16.92
0,-16.48
-5,-16.52
-5,-16.36
1,-16.74
7,-16.72
6,-16.73
-1,-16.68
-12,-17.12
-5,-16.8
11,-16.8
10,-17.26
-6,-16.67
-10,-16.59
0,-17.23
7,-16.75
2,-16.78
-2,-16.71
-2,-16.76
-2,-16.76
-1,-16.6
2,-16.75
6,-16.36
0,-16.58
-7,-17.05
-3,-16.82
4,-16.67
1,-17.09
-4,-16.97
2,-16.93
6,-17.08
-2,-16.98
-8,-16.76
-2,-17.38
6,-17.17
5,-16.95
0,-16.74
-3,-17.27
-4,-17.11
-2,-16.72
7,-16.74
8,-17.01
-5,-16.98
-11,-17.04
0,-17.22
6,-17.16
4,-16.59
0,-17.11
-1,-17.38
-2,-17.09
-4,-17.06
-2,-17.08
5,-17.21
7,-16.82
0,-17.32
-5,-17.22
-4,-17.3
-1,-17.1
0,-16.94
4,-17.37
6,-17.47
-1,-17.22
-9,-17.04
-4,-17.23
6,-17.34
8,-17.46
-1,-17.35
-6,-17.44
-3,-17.47
5,-17.55
5,-17.46
-4,-17.45
-6,-17.49
2,-17.05
5,-17.5
1,-17.77
1,-17.5
-5,-17.58
-10,-17.53
3,-17.84
14,-17.52
1,-17.53
-10,-17.72
-2,-17.64
4,-17.81
-1,-17.4
-1,-17.81
6,-17.91
4,-17.98
-6,-17.97
-7,-17.9
2,-17.84
7,-17.82
1,-17.77
-3,-17.99
-3,-17.86
0,-18
4,-18.06
3,-17.75
-1,-17.95
-2,-17.65
-2,-17.59
-4,-17.53
2,-17.69
11,-18.22
3,-18.03
-9,-18.03
-8,-18.06
0,-18.03
5,-18.28
5,-18.17
3,-18.21
-3,-18.23
-10,-18.39
-3,-18.43
10,-18.13
9,-18.62
-3,-18.94
-8,-18.27
-4,-18.2
3,-18.49
7,-18.44
2,-18.56
-3,-18.53
-4,-18.98
-2,-18.54
0,-18.56
6,-18.53
9,-18.59
-3,-18.91
-17,-18.47
-3,-18.76
17,-18.94
10,-19.15
-8,-19
-10,-19.08
-3,-18.98
3,-18.49
8,-18.92
4,-18.62
-5,-18.97
-8,-18.73
0,-19
9,-18.81
3,-19.14
-6,-18.94
-5,-18.92
3,-18.76
5,-18.84
0,-18.89
-5,-18.97
-3,-19.4
5,-18.56
6,-18.41
-4,-18.88
-8,-19.25
2,-18.95
6,-18.5
-1,-19.27
-4,-18.64
2,-19.03
3,-18.91
-2,-18.79
-4,-18.96
0,-19.2
2,-19.18
1,-19.21
1,-18.59
0,-18.95
-5,-18.97
-6,-18.73
5,-18.9
11,-18.85
-3,-18.74
-10,-18.95
0,-18.87
3,-18.95
1,-19.1
2,-18.81
-2,-18.77
-6,-19.13
2,-19.33
8,-18.77
0,-18.89
-7,-19.38
-3,-19.29
2,-19.22
2,-19.28
0,-19.5
0,-19.44
2,-19.82
0,-19.65
-5,-19.69
-1,-19.54
6,-19.83
4,-19.74
-5,-19.95
-6,-19.81
2,-19.58
6,-19.56
0,-19.58
-3,-19.69
1,-19.61
1,-19.9
-5,-19.41
-1,-19.49
8,-19.58
2,-19.77
-10,-19.59
-2,-19.63
9,-19.72
2,-19.55
-7,-19.73
-1,-19.89
1,-19.49
-2,-19.57
2,-19.54
6,-19.47
-3,-19.45
-9,-19.65
1,-19.49
10,-19.81
4,-19.77
-5,-19.96
-8,-19.67
-1,-19.54
9,-19.48
7,-19.58
-6,-19.71
-6,-19.63
6,-19.69
4,-19.68
-9,-19.64
-3,-19.69
11,-19.51
5,-19.49
-9,-19.86
-6,-19.74
3,-19.79
4,-19.71
2,-19.41
0,-19.84
-2,-19.58
-5,-19.47
-2,-19.3
5,-19.31
8,-19.79
1,-19.91
-11,-19.55
-9,-19.63
6,-19.99
12,-19.74
1,-19.59
-6,-19.55
-3,-19.81
-1,-19.57
0,-19.68
1,-19.63
4,-20.01
4,-19.93
-1,-19.75
-7,-20.18
-3,-19.84
4,-19.88
3,-19.92
0,-19.99
0,-20.11
-3,-20.12
-5,-19.87
3,-20.01
9,-20.46
0,-19.97
-10,-20.11
-5,-20
5,-19.98
9,-20.08
4,-20.16
-7,-20.15
-12,-19.94
0,-20.6
11,-20
5,-20.42
-2,-20.05
-6,-20.19
-6,-20.61
2,-20.51
10,-20.16
3,-20.19
-9,-20.7
-7,-20.71
4,-20.22
7,-20.38
0,-20.33
-7,-20.4
-1,-20.73
6,-20.95
4,-20.31
-4,-20.97
-6,-20.92
0,-20.92
5,-20.77
2,-21.17
-2,-20.99
-1,-20.95
1,-21.14
0,-20.85
-2,-21.03
-3,-21.25
0,-21.55
4,-20.92
4,-20.85
-3,-21.03
-6,-21.24
1,-21.3
5,-21.16
0,-21.15
-3,-21.16
1,-21.31
4,-21.21
-1,-21.34
-7,-21.42
-1,-20.82
7,-21.16
6,-21.31
-3,-21.44
-8,-21.48
-2,-22.85
8,-21.29
6,-21.76
-5,-20.79
-8,-20.73
0,-21.52
7,-22.11
3,-21.5
-2,-21.6
-3,-21.28
-1,-21.6
0,-21.34
2,-21.55
4,-21.52
0,-21.56
-6,-22.27
-1,-22.2
6,-21.53
2,-21.93
-5,-21.81
-2,-21.68
3,-21.5
2,-21.08
-1,-21.32
-1,-21.88
-1,-21.95
-1,-21.47
1,-21.74
3,-21.5
3,-21.92
-3,-21.57
-6,-21.8
1,-21.6
4,-21.49
0,-21.31
0,-21.56
3,-21.37
-4,-21.41
-4,-21.48
5,-21.5
3,-21.32
-7,-21.47
-1,-21.17
8,-21.26
2,-21.5
-6,-21.41
-3,-21.24
1,-21.42
0,-21.4
0,-21.51
5,-21.25
6,-21.37
-6,-21.59
-13,-21.65
0,-21.12
12,-21.43
4,-21.89
-6,-21.63
-3,-21.47
1,-21.3
0,-21.15
0,-21.18
1,-21.56
-1,-21.41
-2,-21.63
3,-20.9
5,-20.95
-1,-21.59
-8,-21.21
-3,-20.53
6,-21.45
7,-21.47
-3,-21.17
-7,-20.91
1,-20.64
5,-21.04
-1,-21.1
-2,-21.51
2,-21.79
0,-21.44
-5,-21.19
1,-20.75
8,-21.59
1,-21.37
-9,-21.42
-5,-21.32
4,-21.16
7,-20.92
1,-21.06
-6,-21.04
-6,-21.36
3,-21.33
8,-21.34
2,-21.12
-5,-21.16
-7,-21.19
0,-21.42
6,-21.24
3,-21.52
-1,-21.36
-1,-21.23
-3,-21.41
-3,-21.55
3,-21.3
7,-21.65
1,-21.72
-7,-21.63
-5,-21.64
1,-21.86
4,-21.85
3,-21.62
0,-21.46
-3,-21.84
-2,-21.48
1,-21.73
2,-21.46
-2,-21.65
-2,-21.94
3,-21.88
3,-22.12
0,-22.07
-3,-21.83
-5,-21.8
0,-22.04
7,-21.8
0,-21.84
-6,-22.09
5,-22.21
10,-22.2
-8,-22.31
-17,-22.14
2,-22.22
17,-22.32
7,-21.59
-6,-22.13
-9,-22.29
-3,-22.17
5,-21.88
4,-22.4
-3,-22.33
-3,-22.04
5,-22.16
4,-22.54
-4,-22.67
-4,-22.6
1,-22.5
2,-22.21
1,-22.28
0,-22.65
-3,-22.6
-2,-22.65
3,-22.46
5,-22.54
-1,-22.39
-7,-22.81
-1,-22.66
9,-22.81
5,-22.68
-9,-22.3
-7,-22.6
5,-21.83
6,-22.24
0,-22.41
-1,-22.37
-1,-22.61
-4,-22.42
-1,-22.31
6,-22.6
7,-22.53
-2,-22.02
-11,-22.49
-4,-22.59
9,-22.68
9,-22.88
-2,-22.67
-6,-22.96
-3,-22.46
2,-22.89
4,-22.63
0,-22.51
-3,-22.43
-1,-22.19
0,-22.39
0,-22.39
2,-22.48
2,-22.21
-1,-22.14
-2,-22.51
0,-22.34
-1,-22.11
0,-21.92
6,-21.99
4,-22.12
-5,-22.46
-10,-22.19
-2,-21.77
12,-22.64
11,-22.19
-6,-22.05
-14,-21.88
0,-21.74
10,-22.19
4,-22.49
-4,-22.19
-4,-21.86
0,-22.33
4,-22.71
3,-22.15
-4,-22.23
-6,-22.34
1,-22.28
5,-22.37
0,-22.33
-1,-22.23
2,-22.37
0,-22.58
-5,-22.52
-2,-22.53
4,-22.12
3,-22.26
-1,-22.45
-1,-21.88
-1,-22.46
-2,-22.52
1,-23.14
4,-22.35
-1,-22.42
-6,-22.59
0,-22.4
7,-22.49
5,-22.52
-3,-22.81
-10,-22.68
-3,-22.48
9,-22.22
8,-23.02
-3,-22.76
-6,-22.97
-1,-22.73
0,-22.99
3,-22.84
3,-23.29
-5,-23.25
-4,-23.13
6,-23.07
4,-22.95
-5,-22.69
-2,-22.93
0,-22.93
-1,-22.99
0,-23.6
5,-22.92
1,-22.88
-5,-23.16
-4,-23.07
1,-22.62
4,-22.94
2,-23.05
-1,-22.87
-5,-22.58
-1,-23.43
6,-23.23
7,-23.01
-4,-22.92
-12,-23.24
0,-23.53
11,-23.74
2,-23.29
-5,-23.12
0,-23.21
2,-23.34
0,-23.18
-1,-23.19
0,-23.53
0,-23.41
0,-23.29
3,-23.19
0,-23.33
-3,-23.28
0,-23.34
0,-23.16
1,-23.21
3,-23.53
0,-23.17
-6,-23.21
0,-23.57
6,-23.34
1,-23.42
-4,-23.63
-1,-23.67
0,-23.89
1,-23.64
2,-23.66
0,-23.64
-2,-23.85
1,-23.95
1,-23.87
-2,-23.85
-2,-23.73
3,-23.47
3,-23.72
-2,-23.8
-1,-23.71
3,-24.16
-1,-23.85
-5,-23.74
1,-23.94
7,-23.87
1,-23.93
-5,-24.08
-5,-24.06
0,-24.21
5,-24.04
0,-23.68
-3,-24.11
0,-23.94
1,-23.87
-2,-23.96
0,-23.86
2,-23.93
-1,-23.97
-2,-24.44
3,-24.12
1,-24.32
-3,-24.14
0,-24.1
4,-24.02
-2,-24.45
-4,-24.01
5,-23.85
2,-24.16
-10,-24.01
-4,-24.13
14,-24.23
10,-24.01
-9,-24.39
-12,-24.36
-1,-24.28
3,-24.41
6,-24.29
8,-24.46
-1,-24.38
-10,-24.59
-6,-24.4
1,-24.44
7,-24.1
9,-24.53
-2,-24.38
-9,-24.44
-2,-24.66
0,-24.58
-1,-24.68
6,-24.31
10,-24.93
-5,-24.58
-14,-24.52
0,-24.42
9,-24.78
2,-24.78
-2,-24.51
0,-24.02
0,-24.57
0,-24.69
0,-24.18
-1,-24.79
-2,-24.15
0,-24.42
5,-24.65
4,-24.65
-4,-24.54
-10,-24.68
-1,-24.64
13,-24.59
8,-24.44
-8,-24.69
-12,-25
-1,-25.12
7,-25.19
7,-24.87
1,-24.66
-4,-24.97
-6,-24.4
-3,-24.72
4,-25.21
7,-25.04
1,-24.76
-4,-24.78
-5,-25
-4,-24.84
3,-25.44
13,-25.11
1,-25.61
-16,-25.72
-6,-25.04
14,-25.08
7,-25.02
-9,-25.21
-6,-25.17
4,-25.19
4,-25.13
0,-25.21
0,-25.28
-4,-24.97
-4,-25.16
2,-25.82
7,-25.32
0,-25.07
-5,-25.43
-1,-25.39
3,-25.12
2,-25.15
-4,-25.56
-5,-25.28
3,-25.23
11,-25.42
1,-25.1
-10,-25.73
-7,-25.72
4,-25.51
7,-25.47
0,-25.4
-3,-25.4
0,-25.53
4,-25.7
-1,-25.56
-9,-25.79
-3,-25.87
11,-25.88
9,-25.97
-5,-26.03
-10,-25.68
-1,-25.8
3,-26.28
1,-26.15
3,-26.05
4,-26.26
-4,-26.21
-8,-26.17
2,-26.26
7,-26.2
-2,-25.88
-5,-25.91
0,-25.82
1,-26.56
3,-26.05
3,-26.68
-2,-26.32
-7,-26.21
-1,-26.1
6,-26.19
5,-26.44
-2,-26.6
-6,-26.4
0,-26.61
5,-26.3
0,-26.29
-2,-26.61
2,-26.54
0,-26.38
-9,-26.61
-1,-26.67
14,-26.51
9,-26.6
-8,-26.73
-12,-26.8
-3,-26.92
7,-26.76
10,-26.94
0,-26.72
-6,-26.79
-4,-26.92
0,-27.14
1,-27.02
2,-26.76
2,-27.29
0,-26.93
-3,-27.15
-5,-27.5
0,-27.56
9,-26.81
4,-27.18
-8,-27.51
-6,-27.01
5,-27.18
3,-27.5
-5,-27.37
0,-26.72
8,-27.34
1,-27.57
-7,-27.88
-5,-27.28
1,-28.29
4,-27.85
0,-27.47
-2,-27.7
3,-27.39
4,-27.73
-6,-27.92
-9,-27.49
4,-27.69
8,-27.95
-1,-27.26
-2,-27.95
2,-28.01
-3,-27.61
-3,-27.9
5,-27.83
2,-27.76
-6,-27.97
0,-28.24
7,-28.07
1,-28.15
-5,-27.87
-1,-28.06
1,-27.88
0,-27.05
1,-27.75
1,-27.78
-1,-28.06
-2,-27.95
0,-28.42
3,-28.49
1,-28.56
-4,-28.41
-4,-27.89
2,-27.8
4,-27.95
0,-28.37
-2,-28.37
3,-27.99
1,-28.3
-9,-28.08
-4,-28.47
11,-28.1
7,-28.14
-8,-28.03
-6,-28.45
5,-28.25
5,-28.31
-1,-28.29
-4,-28.08
-4,-28.53
0,-28.49
10,-28.4
6,-28.14
-9,-28.36
-11,-27.99
4,-28.03
10,-28.27
0,-28.42
-5,-28.74
0,-28.19
1,-28.39
-3,-28.47
-2,-28.18
5,-27.69
6,-28.22
-1,-27.92
-9,-28.28
-5,-28.24
7,-27.83
